txn_id,from_account,to_account,amount,timestamp,txn_type,channel,location,kyc_risk,company
T4977,A0959,A0840,232752.92,2025-04-22T07:04:00,TRANSFER,RTGS,Delhi,0.82,ABC Corp
T4978,A0804,A0737,212991.55,2025-04-24T19:34:00,TRANSFER,NEFT,Mumbai,0.42,XYZ Pvt Ltd
T4979,A0619,A0805,220006.78,2025-02-11T23:50:00,WITHDRAWAL,RTGS,Mumbai,0.48,XYZ Pvt Ltd
T4980,A0133,A0354,85412.89,2025-04-29T02:59:00,PAYMENT,UPI,Delhi,0.53,LMN Ltd
T4981,A1187,A1247,153899.07,2025-03-25T11:19:00,WITHDRAWAL,RTGS,Hyderabad,0.14,LMN Ltd
T4982,A1420,A0379,29082.6,2025-04-13T20:18:00,WITHDRAWAL,CASH,Hyderabad,0.01,-
T4983,A1116,A1226,263400.64,2025-02-09T23:52:00,DEPOSIT,CASH,Bangalore,0.04,-
T4984,A0978,A0755,60494.59,2025-02-16T13:30:00,DEPOSIT,CASH,Chennai,0.1,LMN Ltd
T4985,A0115,A0239,78464.11,2025-04-24T11:08:00,PAYMENT,NEFT,Mumbai,0.01,ABC Corp
T4986,A0527,A0463,152186.86,2025-02-15T16:40:00,WITHDRAWAL,CASH,Delhi,0.78,LMN Ltd
T4987,A0173,A0541,235675.85,2025-01-25T12:06:00,DEPOSIT,IMPS,Bangalore,0.82,LMN Ltd
T4988,A0416,A1315,177877.96,2025-03-10T14:50:00,TRANSFER,NEFT,Hyderabad,0.02,XYZ Pvt Ltd
T4989,A0133,A0262,115509.27,2025-02-03T12:18:00,WITHDRAWAL,UPI,Chennai,0.67,-
T4990,A1098,A0633,46698.55,2025-03-28T00:03:00,PAYMENT,NEFT,Delhi,0.83,XYZ Pvt Ltd
T4991,A1176,A1140,70387.22,2025-02-10T13:03:00,DEPOSIT,CASH,Chennai,0.65,XYZ Pvt Ltd
T4992,A1116,A0198,185458.11,2025-05-16T12:33:00,PAYMENT,CASH,Chennai,0.75,-
T4993,A0864,A0126,132461.9,2025-03-29T14:37:00,TRANSFER,RTGS,Chennai,0.57,XYZ Pvt Ltd
T4994,A0109,A1195,273268.55,2025-02-18T22:34:00,PAYMENT,IMPS,Delhi,0.67,-
T4995,A0961,A1428,152311.65,2025-04-14T17:42:00,PAYMENT,RTGS,Hyderabad,0.29,LMN Ltd
T4996,A0185,A0522,191232.08,2025-03-13T17:52:00,DEPOSIT,IMPS,Mumbai,0.81,-
T4997,A1283,A0737,203883.54,2025-01-09T15:43:00,WITHDRAWAL,RTGS,Delhi,0.53,LMN Ltd
T4998,A1048,A0012,61418.84,2025-04-19T22:47:00,PAYMENT,CASH,Chennai,0.69,ABC Corp
T4999,A1355,A0753,130419.68,2025-04-18T07:48:00,WITHDRAWAL,RTGS,Delhi,0.7,-
T5000,A0503,A0559,23798.44,2025-01-24T10:58:00,PAYMENT,IMPS,Hyderabad,0.92,LMN Ltd
T5001,A1133,A0070,94000.32,2025-01-11T19:30:00,PAYMENT,NEFT,Hyderabad,0.51,ABC Corp
T5002,A0062,A0489,223549.8,2025-02-28T07:52:00,TRANSFER,UPI,Bangalore,0.55,XYZ Pvt Ltd
T5003,A0809,A0941,295656.85,2025-02-20T16:20:00,TRANSFER,NEFT,Delhi,0.59,-
T5004,A0713,A0340,86614.06,2025-02-08T08:11:00,TRANSFER,UPI,Delhi,0.65,XYZ Pvt Ltd
T5005,A0125,A0802,104718.24,2025-05-19T14:37:00,PAYMENT,NEFT,Mumbai,0.1,LMN Ltd
T5006,A0340,A1298,11322.8,2025-03-15T18:07:00,DEPOSIT,CASH,Delhi,0.01,LMN Ltd
T5007,A0722,A1256,238425.16,2025-05-01T13:20:00,TRANSFER,IMPS,Chennai,0.02,-
T5008,A0138,A1498,298906.28,2025-02-19T00:35:00,PAYMENT,CASH,Delhi,0.35,LMN Ltd
T5009,A0989,A0630,28496.6,2025-02-26T20:58:00,PAYMENT,IMPS,Chennai,0.71,-
T5010,A1183,A1412,41048.31,2025-01-05T06:09:00,TRANSFER,CASH,Mumbai,0.55,-
T5011,A0235,A0318,198983.69,2025-01-10T23:44:00,PAYMENT,CASH,Delhi,0.89,-
T5012,A1096,A0031,235963.2,2025-04-17T21:31:00,TRANSFER,CASH,Mumbai,0.46,-
T5013,A0558,A0778,143187.67,2025-02-03T12:30:00,TRANSFER,CASH,Chennai,0.5,XYZ Pvt Ltd
T5014,A0902,A1080,250739.19,2025-03-23T16:21:00,DEPOSIT,CASH,Mumbai,0.05,LMN Ltd
T5015,A0014,A0793,65713.15,2025-05-15T01:22:00,WITHDRAWAL,UPI,Mumbai,0.63,LMN Ltd
T5016,A1089,A0619,101096.63,2025-04-18T08:16:00,DEPOSIT,UPI,Mumbai,0.17,-
T5017,A0975,A1037,76336.0,2025-04-16T13:14:00,TRANSFER,NEFT,Mumbai,0.62,XYZ Pvt Ltd
T5018,A1484,A0556,178808.84,2025-05-01T12:22:00,PAYMENT,UPI,Bangalore,0.35,XYZ Pvt Ltd
T5019,A0087,A0988,183187.4,2025-01-12T18:28:00,WITHDRAWAL,IMPS,Delhi,0.63,XYZ Pvt Ltd
T5020,A0398,A1081,185963.89,2025-03-04T06:56:00,TRANSFER,CASH,Chennai,0.52,XYZ Pvt Ltd
T5021,A1302,A0791,5117.87,2025-04-12T11:14:00,DEPOSIT,UPI,Hyderabad,0.65,ABC Corp
T5022,A0652,A0508,62365.28,2025-03-21T18:20:00,PAYMENT,IMPS,Delhi,0.77,XYZ Pvt Ltd
T5023,A0876,A0594,1520.09,2025-01-16T23:26:00,TRANSFER,NEFT,Delhi,0.79,-
T5024,A1100,A1098,276897.88,2025-01-28T01:47:00,TRANSFER,NEFT,Mumbai,0.26,LMN Ltd
T5025,A0738,A0606,85048.42,2025-03-12T19:12:00,DEPOSIT,NEFT,Mumbai,0.04,-
T5026,A0652,A0060,63359.74,2025-03-13T10:36:00,WITHDRAWAL,CASH,Bangalore,0.44,-
T5027,A0337,A1254,44901.38,2025-04-10T12:36:00,PAYMENT,RTGS,Delhi,0.33,LMN Ltd
T5028,A0622,A0777,145848.34,2025-02-23T16:51:00,DEPOSIT,UPI,Mumbai,0.43,ABC Corp
T5029,A0925,A0054,271043.67,2025-02-07T22:46:00,DEPOSIT,IMPS,Hyderabad,0.05,-
T5030,A1480,A0628,31234.29,2025-03-04T12:06:00,DEPOSIT,IMPS,Bangalore,0.54,LMN Ltd
T5031,A0982,A0418,218454.7,2025-01-11T13:28:00,PAYMENT,IMPS,Mumbai,0.11,ABC Corp
T5032,A0761,A1380,221870.71,2025-04-02T21:35:00,TRANSFER,UPI,Hyderabad,0.7,ABC Corp
T5033,A0525,A0351,195613.23,2025-05-04T08:15:00,PAYMENT,IMPS,Mumbai,0.18,LMN Ltd
T5034,A0987,A1428,114151.24,2025-04-03T15:59:00,WITHDRAWAL,NEFT,Bangalore,0.56,-
T5035,A0041,A0437,195415.93,2025-03-18T21:09:00,TRANSFER,NEFT,Delhi,0.08,LMN Ltd
T5036,A0067,A0631,177575.61,2025-04-13T08:34:00,TRANSFER,UPI,Delhi,0.78,LMN Ltd
T5037,A0762,A0311,175450.09,2025-01-09T07:18:00,TRANSFER,NEFT,Hyderabad,0.92,XYZ Pvt Ltd
T5038,A0462,A0922,288207.1,2025-02-26T20:06:00,PAYMENT,NEFT,Delhi,0.29,-
T5039,A1328,A0520,174889.45,2025-01-27T12:41:00,WITHDRAWAL,RTGS,Delhi,0.77,XYZ Pvt Ltd
T5040,A1355,A0252,193734.91,2025-01-26T02:43:00,WITHDRAWAL,NEFT,Mumbai,0.34,-
T5041,A0717,A1338,266985.25,2025-03-25T21:12:00,DEPOSIT,UPI,Mumbai,0.97,-
T5042,A0938,A0017,4627.06,2025-03-15T02:18:00,DEPOSIT,UPI,Delhi,0.72,-
T5043,A0779,A0170,122415.7,2025-01-28T22:15:00,DEPOSIT,NEFT,Hyderabad,0.72,LMN Ltd
T5044,A0675,A1347,56495.5,2025-03-28T10:26:00,PAYMENT,UPI,Mumbai,0.62,ABC Corp
T5045,A0788,A0866,125335.33,2025-02-24T20:12:00,WITHDRAWAL,NEFT,Chennai,0.95,-
T5046,A0225,A0026,156453.6,2025-02-19T08:06:00,DEPOSIT,NEFT,Bangalore,0.54,ABC Corp
T5047,A1286,A0010,289801.64,2025-04-16T07:42:00,TRANSFER,NEFT,Hyderabad,0.69,LMN Ltd
T5048,A1397,A0051,55947.22,2025-02-01T05:22:00,PAYMENT,NEFT,Chennai,0.66,LMN Ltd
T5049,A0074,A0407,213070.3,2025-02-06T10:47:00,TRANSFER,CASH,Delhi,0.26,ABC Corp
T5050,A0941,A0281,112460.46,2025-02-26T07:43:00,PAYMENT,UPI,Bangalore,0.53,-
T5051,A0997,A0655,167932.65,2025-04-23T08:58:00,PAYMENT,NEFT,Hyderabad,0.37,XYZ Pvt Ltd
T5052,A1062,A1436,293099.97,2025-03-31T17:28:00,TRANSFER,RTGS,Bangalore,0.12,-
T5053,A0084,A1491,65372.47,2025-04-05T08:21:00,DEPOSIT,IMPS,Hyderabad,0.55,XYZ Pvt Ltd
T5054,A1196,A0805,96181.25,2025-04-03T13:36:00,DEPOSIT,CASH,Bangalore,0.04,LMN Ltd
T5055,A1446,A1417,211630.32,2025-02-28T22:08:00,TRANSFER,UPI,Chennai,0.8,ABC Corp
T5056,A0036,A1405,246457.66,2025-03-16T14:40:00,PAYMENT,IMPS,Chennai,0.67,LMN Ltd
T5057,A0683,A0749,11676.81,2025-02-13T08:58:00,DEPOSIT,IMPS,Hyderabad,0.76,-
T5058,A1254,A0258,189997.2,2025-03-05T13:32:00,DEPOSIT,UPI,Mumbai,0.73,LMN Ltd
T5059,A0321,A0837,243329.28,2025-02-17T05:50:00,WITHDRAWAL,NEFT,Bangalore,0.17,XYZ Pvt Ltd
T5060,A0700,A1308,25933.95,2025-01-31T06:20:00,WITHDRAWAL,NEFT,Chennai,0.06,LMN Ltd
T5061,A0452,A1410,34592.7,2025-02-10T18:29:00,DEPOSIT,IMPS,Hyderabad,0.9,XYZ Pvt Ltd
T5062,A1227,A1130,99898.29,2025-05-02T16:15:00,TRANSFER,UPI,Hyderabad,0.32,XYZ Pvt Ltd
T5063,A0285,A0109,44085.0,2025-02-01T21:55:00,DEPOSIT,UPI,Bangalore,0.39,LMN Ltd
T5064,A1400,A0054,129358.69,2025-03-11T01:47:00,WITHDRAWAL,IMPS,Hyderabad,0.92,ABC Corp
T5065,A0411,A1068,272826.58,2025-01-05T11:09:00,PAYMENT,CASH,Hyderabad,0.07,-
T5066,A0601,A0752,186397.84,2025-04-01T18:42:00,DEPOSIT,RTGS,Bangalore,0.28,ABC Corp
T5067,A0006,A1351,92418.16,2025-04-19T04:27:00,WITHDRAWAL,UPI,Bangalore,0.69,LMN Ltd
T5068,A1500,A0162,162764.21,2025-05-07T23:23:00,PAYMENT,IMPS,Delhi,0.79,XYZ Pvt Ltd
T5069,A0502,A0896,298856.04,2025-05-09T07:26:00,DEPOSIT,UPI,Hyderabad,0.89,LMN Ltd
T5070,A0451,A1318,139961.33,2025-03-26T22:51:00,DEPOSIT,CASH,Delhi,0.2,LMN Ltd
T5071,A1310,A1362,64277.75,2025-04-04T11:33:00,WITHDRAWAL,RTGS,Chennai,0.69,-
T5072,A1164,A0931,114000.3,2025-02-24T01:16:00,WITHDRAWAL,NEFT,Chennai,0.09,LMN Ltd
T5073,A0013,A0250,284499.72,2025-05-18T23:22:00,DEPOSIT,RTGS,Bangalore,0.99,ABC Corp
T5074,A0177,A0834,123464.84,2025-03-06T06:39:00,WITHDRAWAL,UPI,Delhi,0.72,XYZ Pvt Ltd
T5075,A1260,A0925,270085.23,2025-03-25T12:12:00,PAYMENT,CASH,Chennai,0.28,-
T5076,A0039,A0186,104510.3,2025-05-19T15:54:00,PAYMENT,IMPS,Chennai,0.0,ABC Corp
T5077,A0511,A0618,75887.27,2025-05-03T14:45:00,WITHDRAWAL,UPI,Delhi,0.39,XYZ Pvt Ltd
T5078,A0632,A1371,120050.9,2025-01-26T17:14:00,WITHDRAWAL,RTGS,Bangalore,0.82,LMN Ltd
T5079,A0777,A0727,255589.73,2025-03-01T02:44:00,WITHDRAWAL,NEFT,Bangalore,0.02,XYZ Pvt Ltd
T5080,A0500,A0090,229723.9,2025-03-22T22:30:00,TRANSFER,UPI,Hyderabad,0.29,LMN Ltd
T5081,A0159,A0928,125669.2,2025-03-30T05:06:00,WITHDRAWAL,CASH,Hyderabad,0.59,XYZ Pvt Ltd
T5082,A0198,A0930,297317.76,2025-04-07T15:08:00,PAYMENT,NEFT,Delhi,0.66,XYZ Pvt Ltd
T5083,A0118,A0411,239818.27,2025-02-09T11:44:00,WITHDRAWAL,CASH,Delhi,0.42,ABC Corp
T5084,A1404,A0014,180166.54,2025-01-29T06:58:00,PAYMENT,IMPS,Mumbai,0.53,XYZ Pvt Ltd
T5085,A1030,A1470,299016.68,2025-05-12T19:33:00,DEPOSIT,RTGS,Delhi,0.6,XYZ Pvt Ltd
T5086,A0229,A1373,289386.16,2025-04-04T22:32:00,PAYMENT,CASH,Delhi,0.22,LMN Ltd
T5087,A1440,A1039,200833.77,2025-03-30T14:26:00,DEPOSIT,CASH,Hyderabad,0.31,ABC Corp
T5088,A0870,A0329,128220.23,2025-01-06T05:27:00,DEPOSIT,UPI,Hyderabad,0.92,LMN Ltd
T5089,A1409,A1272,36615.67,2025-02-24T11:49:00,WITHDRAWAL,RTGS,Mumbai,0.43,ABC Corp
T5090,A0816,A0194,1912.44,2025-04-04T02:47:00,DEPOSIT,CASH,Delhi,0.28,LMN Ltd
T5091,A1302,A1029,27333.05,2025-04-07T23:38:00,DEPOSIT,IMPS,Mumbai,0.47,LMN Ltd
T5092,A1318,A0707,205848.76,2025-03-26T20:13:00,TRANSFER,IMPS,Chennai,0.49,XYZ Pvt Ltd
T5093,A1136,A0679,109482.31,2025-05-19T04:54:00,DEPOSIT,RTGS,Chennai,0.89,ABC Corp
T5094,A0019,A0695,129461.38,2025-04-18T21:48:00,DEPOSIT,RTGS,Chennai,0.11,XYZ Pvt Ltd
T5095,A1222,A1469,164548.58,2025-02-10T06:56:00,TRANSFER,RTGS,Mumbai,0.97,LMN Ltd
T5096,A1165,A0151,6260.48,2025-03-30T01:26:00,WITHDRAWAL,NEFT,Hyderabad,0.17,-
T5097,A0656,A1189,84914.0,2025-03-01T03:23:00,PAYMENT,RTGS,Bangalore,0.59,-
T5098,A0826,A1310,194158.2,2025-05-18T02:39:00,DEPOSIT,IMPS,Chennai,0.82,ABC Corp
T5099,A0206,A0437,290520.41,2025-04-19T21:20:00,TRANSFER,CASH,Bangalore,0.99,-
T5100,A0637,A0723,267774.78,2025-03-06T12:32:00,TRANSFER,UPI,Delhi,0.19,ABC Corp
T5101,A0054,A0967,159960.99,2025-03-27T15:13:00,DEPOSIT,CASH,Chennai,0.76,ABC Corp
T5102,A1281,A0968,85199.1,2025-04-04T20:26:00,TRANSFER,IMPS,Delhi,0.75,-
T5103,A0650,A0267,17494.27,2025-02-18T18:42:00,WITHDRAWAL,CASH,Chennai,0.73,LMN Ltd
T5104,A0815,A1083,136736.8,2025-01-05T13:28:00,DEPOSIT,NEFT,Hyderabad,0.16,-
T5105,A1285,A0020,249044.64,2025-01-22T15:17:00,WITHDRAWAL,UPI,Mumbai,0.96,XYZ Pvt Ltd
T5106,A0832,A0623,179671.49,2025-04-09T16:07:00,PAYMENT,CASH,Bangalore,0.61,ABC Corp
T5107,A1170,A0135,184605.07,2025-04-10T12:31:00,DEPOSIT,RTGS,Hyderabad,0.39,ABC Corp
T5108,A1469,A1467,256039.05,2025-02-14T19:31:00,DEPOSIT,IMPS,Hyderabad,0.52,LMN Ltd
T5109,A0770,A1040,272954.0,2025-02-03T05:13:00,PAYMENT,NEFT,Chennai,0.31,XYZ Pvt Ltd
T5110,A0728,A0228,225066.4,2025-02-07T09:44:00,TRANSFER,NEFT,Mumbai,0.02,-
T5111,A0323,A0767,192524.03,2025-02-06T14:21:00,DEPOSIT,RTGS,Chennai,0.27,XYZ Pvt Ltd
T5112,A0616,A0079,291201.4,2025-03-01T01:37:00,WITHDRAWAL,RTGS,Hyderabad,0.94,-
T5113,A0025,A0470,258794.39,2025-01-05T00:40:00,WITHDRAWAL,UPI,Chennai,0.75,ABC Corp
T5114,A1248,A0560,279979.79,2025-02-16T21:05:00,DEPOSIT,IMPS,Bangalore,0.83,LMN Ltd
T5115,A0683,A0404,297200.21,2025-03-11T06:32:00,TRANSFER,UPI,Chennai,0.25,LMN Ltd
T5116,A0048,A1010,138890.15,2025-02-24T20:49:00,TRANSFER,NEFT,Mumbai,0.19,XYZ Pvt Ltd
T5117,A0553,A1250,256715.53,2025-05-13T06:07:00,TRANSFER,IMPS,Mumbai,0.12,-
T5118,A1234,A1255,236729.1,2025-02-09T08:54:00,DEPOSIT,UPI,Hyderabad,0.28,-
T5119,A0338,A1048,101721.73,2025-03-07T04:25:00,DEPOSIT,UPI,Bangalore,0.38,-
T5120,A1236,A1479,133806.15,2025-02-15T13:26:00,PAYMENT,NEFT,Delhi,0.55,XYZ Pvt Ltd
T5121,A0122,A1404,239279.09,2025-02-13T21:22:00,WITHDRAWAL,RTGS,Chennai,0.46,XYZ Pvt Ltd
T5122,A0825,A0944,284998.93,2025-04-08T06:33:00,DEPOSIT,NEFT,Chennai,0.76,LMN Ltd
T5123,A0993,A0876,292336.97,2025-02-25T22:04:00,TRANSFER,NEFT,Hyderabad,0.56,XYZ Pvt Ltd
T5124,A0909,A0013,181165.89,2025-04-28T04:01:00,PAYMENT,IMPS,Mumbai,0.34,XYZ Pvt Ltd
T5125,A1345,A0378,185453.86,2025-01-07T09:16:00,DEPOSIT,UPI,Chennai,0.08,XYZ Pvt Ltd
T5126,A1204,A0386,57532.21,2025-01-15T08:17:00,TRANSFER,CASH,Hyderabad,0.69,XYZ Pvt Ltd
T5127,A0680,A1147,37239.3,2025-03-20T18:48:00,WITHDRAWAL,IMPS,Hyderabad,0.98,XYZ Pvt Ltd
T5128,A1258,A0775,184776.56,2025-05-15T05:20:00,TRANSFER,IMPS,Mumbai,0.14,LMN Ltd
T5129,A1373,A0987,63411.39,2025-01-10T09:48:00,DEPOSIT,CASH,Chennai,0.15,ABC Corp
T5130,A1235,A1393,167969.79,2025-05-18T09:19:00,TRANSFER,CASH,Chennai,0.52,-
T5131,A0240,A1137,45808.01,2025-04-02T23:58:00,WITHDRAWAL,CASH,Delhi,0.45,LMN Ltd
T5132,A0710,A1016,223636.41,2025-05-18T21:01:00,DEPOSIT,NEFT,Bangalore,0.64,ABC Corp
T5133,A1234,A0941,293694.81,2025-03-03T06:50:00,DEPOSIT,IMPS,Mumbai,0.94,ABC Corp
T5134,A1419,A1482,132428.91,2025-04-22T13:21:00,WITHDRAWAL,CASH,Bangalore,0.97,XYZ Pvt Ltd
T5135,A1396,A1325,292967.57,2025-02-04T17:23:00,TRANSFER,NEFT,Delhi,0.32,ABC Corp
T5136,A0079,A1406,65763.93,2025-03-21T01:27:00,TRANSFER,RTGS,Mumbai,0.68,XYZ Pvt Ltd
T5137,A0303,A0493,282228.32,2025-05-19T09:25:00,PAYMENT,RTGS,Bangalore,0.64,-
T5138,A1155,A0621,84511.43,2025-03-06T15:16:00,WITHDRAWAL,IMPS,Bangalore,0.03,ABC Corp
T5139,A1313,A0812,215353.98,2025-01-25T07:04:00,DEPOSIT,UPI,Hyderabad,0.5,ABC Corp
T5140,A0066,A1067,122803.37,2025-03-21T12:34:00,WITHDRAWAL,CASH,Delhi,0.74,ABC Corp
T5141,A1252,A1151,108550.98,2025-03-06T19:58:00,TRANSFER,IMPS,Bangalore,0.17,LMN Ltd
T5142,A1121,A0310,210756.48,2025-02-21T06:53:00,DEPOSIT,IMPS,Delhi,0.64,LMN Ltd
T5143,A0239,A1292,125529.8,2025-01-08T21:11:00,PAYMENT,UPI,Delhi,0.42,-
T5144,A1137,A0045,205682.47,2025-03-26T23:26:00,PAYMENT,NEFT,Chennai,0.03,LMN Ltd
T5145,A1192,A0796,265639.56,2025-03-11T20:15:00,WITHDRAWAL,RTGS,Hyderabad,0.34,-
T5146,A0360,A1132,90474.64,2025-01-02T21:55:00,TRANSFER,IMPS,Hyderabad,0.02,-
T5147,A0089,A0631,236177.73,2025-04-27T08:56:00,DEPOSIT,CASH,Bangalore,0.86,-
T5148,A0054,A0962,29314.44,2025-01-11T08:57:00,PAYMENT,IMPS,Delhi,0.55,XYZ Pvt Ltd
T5149,A1475,A1302,223923.45,2025-01-15T03:40:00,TRANSFER,UPI,Hyderabad,0.06,LMN Ltd
T5150,A0155,A0526,275669.92,2025-05-07T20:59:00,PAYMENT,RTGS,Hyderabad,0.48,LMN Ltd
T5151,A1033,A0830,19037.54,2025-01-27T09:40:00,TRANSFER,CASH,Chennai,0.81,XYZ Pvt Ltd
T5152,A0359,A0507,222709.82,2025-04-22T23:38:00,DEPOSIT,NEFT,Delhi,0.55,ABC Corp
T5153,A0729,A0932,69078.05,2025-04-19T07:27:00,WITHDRAWAL,IMPS,Delhi,0.9,ABC Corp
T5154,A1481,A0277,79557.51,2025-01-14T05:38:00,DEPOSIT,UPI,Bangalore,0.78,XYZ Pvt Ltd
T5155,A0543,A0142,135149.44,2025-01-15T07:53:00,TRANSFER,CASH,Delhi,0.78,ABC Corp
T5156,A1359,A0650,142695.02,2025-01-29T14:36:00,TRANSFER,UPI,Hyderabad,0.52,ABC Corp
T5157,A1160,A0799,183016.35,2025-02-27T21:10:00,DEPOSIT,RTGS,Mumbai,0.22,LMN Ltd
T5158,A0255,A0436,124484.03,2025-02-20T14:39:00,WITHDRAWAL,CASH,Mumbai,0.98,-
T5159,A0042,A0080,74464.76,2025-04-13T11:17:00,PAYMENT,NEFT,Delhi,0.11,XYZ Pvt Ltd
T5160,A1058,A0254,58516.72,2025-02-21T18:49:00,PAYMENT,CASH,Chennai,0.37,XYZ Pvt Ltd
T5161,A0558,A0652,132907.82,2025-01-14T09:20:00,DEPOSIT,IMPS,Hyderabad,0.86,XYZ Pvt Ltd
T5162,A0023,A0396,32037.13,2025-01-03T09:47:00,WITHDRAWAL,UPI,Delhi,0.59,-
T5163,A0203,A0996,12085.51,2025-04-10T13:19:00,TRANSFER,NEFT,Hyderabad,0.61,LMN Ltd
T5164,A1498,A1462,263697.1,2025-04-06T08:29:00,DEPOSIT,UPI,Bangalore,0.21,LMN Ltd
T5165,A1158,A0264,164218.93,2025-01-06T05:57:00,PAYMENT,IMPS,Mumbai,0.45,-
T5166,A1219,A0500,268675.56,2025-03-23T23:33:00,DEPOSIT,NEFT,Delhi,0.14,XYZ Pvt Ltd
T5167,A0308,A0555,207071.76,2025-02-07T11:40:00,TRANSFER,NEFT,Mumbai,0.59,-
T5168,A0767,A0545,236230.5,2025-04-11T21:27:00,TRANSFER,CASH,Chennai,0.54,-
T5169,A0488,A0933,87739.51,2025-03-03T23:22:00,TRANSFER,RTGS,Delhi,0.5,-
T5170,A1312,A0043,162259.85,2025-02-17T20:35:00,PAYMENT,NEFT,Hyderabad,0.23,ABC Corp
T5171,A0539,A1169,65631.99,2025-03-09T19:34:00,PAYMENT,CASH,Hyderabad,0.46,ABC Corp
T5172,A1492,A0148,154283.96,2025-02-14T05:22:00,WITHDRAWAL,NEFT,Hyderabad,0.75,XYZ Pvt Ltd
T5173,A0768,A1335,205856.85,2025-03-10T04:47:00,PAYMENT,UPI,Chennai,0.93,LMN Ltd
T5174,A0009,A1146,55409.68,2025-02-27T13:56:00,WITHDRAWAL,UPI,Bangalore,0.58,ABC Corp
T5175,A0904,A0923,258055.03,2025-03-07T23:00:00,TRANSFER,UPI,Mumbai,0.06,XYZ Pvt Ltd
T5176,A0423,A1200,74393.58,2025-03-02T05:03:00,PAYMENT,IMPS,Hyderabad,0.6,LMN Ltd
T5177,A0424,A0363,95770.48,2025-05-15T13:09:00,TRANSFER,RTGS,Delhi,0.78,-
T5178,A0832,A0319,80073.47,2025-02-22T03:11:00,DEPOSIT,NEFT,Mumbai,0.07,LMN Ltd
T5179,A0544,A0994,239075.74,2025-01-30T14:30:00,WITHDRAWAL,NEFT,Delhi,0.36,XYZ Pvt Ltd
T5180,A0560,A0586,240381.87,2025-02-14T05:32:00,TRANSFER,NEFT,Chennai,0.33,-
T5181,A0788,A0717,126834.27,2025-01-23T04:22:00,TRANSFER,RTGS,Hyderabad,0.69,-
T5182,A1142,A1131,229847.3,2025-02-09T04:21:00,WITHDRAWAL,NEFT,Bangalore,0.18,ABC Corp
T5183,A1130,A1037,20990.95,2025-05-04T20:15:00,WITHDRAWAL,UPI,Delhi,0.28,ABC Corp
T5184,A0119,A0433,125138.59,2025-03-28T11:52:00,PAYMENT,RTGS,Chennai,0.82,-
T5185,A1155,A0274,54832.38,2025-05-17T07:49:00,TRANSFER,RTGS,Delhi,0.77,XYZ Pvt Ltd
T5186,A0720,A0448,65549.51,2025-04-17T16:03:00,TRANSFER,IMPS,Bangalore,0.33,-
T5187,A0457,A0729,166138.8,2025-05-09T13:40:00,WITHDRAWAL,NEFT,Hyderabad,0.65,-
T5188,A1264,A1364,110677.88,2025-01-30T08:55:00,PAYMENT,RTGS,Bangalore,0.83,XYZ Pvt Ltd
T5189,A0794,A0858,129330.58,2025-02-11T02:55:00,PAYMENT,CASH,Mumbai,0.44,-
T5190,A0654,A0075,211452.96,2025-03-31T22:52:00,PAYMENT,IMPS,Hyderabad,0.95,-
T5191,A0237,A1191,86151.47,2025-03-31T19:16:00,TRANSFER,UPI,Bangalore,0.96,LMN Ltd
T5192,A1014,A1129,280959.95,2025-01-31T21:32:00,PAYMENT,CASH,Bangalore,0.31,-
T5193,A0983,A0042,96162.44,2025-02-12T23:56:00,DEPOSIT,RTGS,Delhi,0.88,LMN Ltd
T5194,A1040,A1296,281225.6,2025-04-04T05:33:00,WITHDRAWAL,IMPS,Hyderabad,0.45,XYZ Pvt Ltd
T5195,A0713,A0027,134872.56,2025-04-18T19:55:00,PAYMENT,NEFT,Mumbai,0.19,ABC Corp
T5196,A1361,A0980,166132.83,2025-04-03T14:01:00,PAYMENT,RTGS,Hyderabad,0.49,LMN Ltd
T5197,A1306,A1136,168280.9,2025-03-28T02:41:00,DEPOSIT,CASH,Hyderabad,0.19,-
T5198,A0888,A1201,187883.84,2025-03-30T04:48:00,PAYMENT,RTGS,Mumbai,0.38,LMN Ltd
T5199,A1181,A0517,199315.75,2025-04-08T12:21:00,PAYMENT,UPI,Hyderabad,0.47,-
T5200,A0093,A1332,41760.46,2025-01-28T01:56:00,TRANSFER,UPI,Chennai,0.01,ABC Corp
T5201,A0870,A0955,280525.26,2025-03-20T14:24:00,PAYMENT,UPI,Mumbai,0.34,-
T5202,A1412,A1298,281445.95,2025-04-04T21:52:00,DEPOSIT,NEFT,Mumbai,0.22,XYZ Pvt Ltd
T5203,A0476,A0527,228110.2,2025-04-12T04:49:00,DEPOSIT,RTGS,Chennai,0.12,-
T5204,A1358,A0704,267540.36,2025-04-06T10:33:00,WITHDRAWAL,RTGS,Chennai,0.5,LMN Ltd
T5205,A1315,A1415,80737.67,2025-03-28T18:51:00,PAYMENT,IMPS,Delhi,0.33,-
T5206,A0241,A0738,119816.65,2025-02-02T07:50:00,PAYMENT,CASH,Chennai,1.0,XYZ Pvt Ltd
T5207,A0355,A0642,270388.59,2025-02-03T07:58:00,TRANSFER,NEFT,Chennai,0.26,-
T5208,A0424,A0535,3016.91,2025-04-03T05:18:00,WITHDRAWAL,UPI,Mumbai,0.37,-
T5209,A0977,A0447,287932.7,2025-04-08T11:15:00,PAYMENT,UPI,Hyderabad,0.76,-
T5210,A0815,A0022,270466.71,2025-04-15T19:12:00,WITHDRAWAL,RTGS,Mumbai,0.26,XYZ Pvt Ltd
