txn_id,from_account,to_account,amount,timestamp,txn_type,channel,location,kyc_risk,company,transaction_count,total_amount,avg_amount,std_amount,txn_type_encoded,channel_encoded,location_encoded,company_encoded,fraud_probability,predicted_fraud
T3778,A0570,A0485,2769.02,2025-05-08T23:35:00,PAYMENT,NEFT,Hyderabad,0.62,LMN Ltd,8,802076.38,100259.5475,79272.395113718,1,2,3,2,1.0,1
T3779,A0416,A0020,25892.67,2025-03-20T08:38:00,PAYMENT,CASH,Mumbai,0.71,-,13,2059172.51,158397.8853846154,93799.55504297453,1,0,4,0,1.0,1
T3780,A0210,A1140,290374.04,2025-04-10T09:53:00,TRANSFER,NEFT,Bangalore,0.11,LMN Ltd,9,1551549.43,172394.3811111111,69816.37005682217,2,2,0,2,1.0,1
T3781,A0535,A0756,125965.24,2025-05-06T15:45:00,WITHDRAWAL,NEFT,Bangalore,1.0,XYZ Pvt Ltd,5,707293.88,141458.776,51968.86065562223,3,2,0,3,1.0,1
T3782,A0025,A0866,254826.07,2025-05-17T16:28:00,PAYMENT,IMPS,Delhi,0.73,ABC Corp,4,863842.36,215960.59,59508.23904911374,1,1,2,1,1.0,1
T3783,A0470,A0652,152451.86,2025-01-23T07:00:00,TRANSFER,RTGS,Chennai,0.58,XYZ Pvt Ltd,5,515696.55999999994,103139.31199999999,47068.14918406256,2,3,1,3,0.94,1
T3784,A0851,A1380,46104.62,2025-01-01T03:37:00,WITHDRAWAL,NEFT,Mumbai,0.75,XYZ Pvt Ltd,12,1479938.59,123328.21583333334,69769.54979086656,3,2,4,3,1.0,1
T3785,A0290,A0337,292618.45,2025-02-20T15:32:00,PAYMENT,NEFT,Delhi,0.81,XYZ Pvt Ltd,9,1391858.21,154650.91222222222,99777.56177371103,1,2,2,3,1.0,1
T3786,A0353,A1297,181515.93,2025-03-12T06:29:00,PAYMENT,IMPS,Bangalore,0.48,XYZ Pvt Ltd,6,1194534.23,199089.03833333333,101091.0628273179,1,1,0,3,1.0,1
T3787,A0530,A0022,146735.27,2025-02-28T23:44:00,TRANSFER,UPI,Bangalore,0.43,LMN Ltd,5,903449.1900000001,180689.83800000002,76452.58970527141,2,4,0,2,1.0,1
T3788,A0881,A0450,165263.18,2025-02-05T18:24:00,TRANSFER,UPI,Mumbai,0.69,LMN Ltd,7,1060628.51,151518.35857142857,110113.40999070495,2,4,4,2,1.0,1
T3790,A0375,A0478,6670.36,2025-01-16T07:19:00,DEPOSIT,CASH,Bangalore,0.9,LMN Ltd,8,751298.3,93912.2875,87258.03180876192,0,0,0,2,1.0,1
T3791,A0764,A0608,190610.66,2025-02-19T23:51:00,TRANSFER,RTGS,Delhi,0.61,XYZ Pvt Ltd,6,848571.62,141428.60333333333,75308.56131138813,2,3,2,3,1.0,1
T3792,A0206,A1387,93494.84,2025-01-04T00:53:00,TRANSFER,NEFT,Hyderabad,0.97,ABC Corp,11,1736480.56,157861.8690909091,86518.39965800238,2,2,3,1,1.0,1
T3793,A0154,A0428,239135.77,2025-01-25T14:35:00,TRANSFER,UPI,Chennai,0.63,XYZ Pvt Ltd,8,1550545.24,193818.155,60728.94498084465,2,4,1,3,1.0,1
T3794,A0016,A0524,117185.59,2025-04-22T03:54:00,TRANSFER,RTGS,Delhi,0.96,-,4,669746.05,167436.5125,83048.64724971438,2,3,2,0,1.0,1
T3795,A0623,A1218,55329.21,2025-04-20T03:43:00,PAYMENT,IMPS,Delhi,0.54,LMN Ltd,5,581147.0,116229.4,125314.55013164753,1,1,2,2,1.0,1
T3796,A0228,A0336,146924.03,2025-01-24T22:07:00,PAYMENT,CASH,Delhi,0.65,-,9,1775511.47,197279.0522222222,76159.33082813487,1,0,2,0,1.0,1
T3797,A1488,A0937,284268.84,2025-04-03T10:19:00,WITHDRAWAL,UPI,Bangalore,0.55,ABC Corp,6,1043684.78,173947.46333333335,95496.54720533318,3,4,0,1,1.0,1
T3798,A0934,A0236,193052.1,2025-04-10T08:52:00,WITHDRAWAL,IMPS,Hyderabad,0.66,XYZ Pvt Ltd,9,1765618.79,196179.86555555556,96848.33657072061,3,1,3,3,1.0,1
T3799,A1057,A0394,262930.14,2025-04-16T17:20:00,PAYMENT,UPI,Bangalore,0.7,-,9,1446378.17,160708.68555555554,104454.05889928214,1,4,0,0,1.0,1
T3800,A1231,A0927,140236.85,2025-02-12T07:26:00,WITHDRAWAL,UPI,Bangalore,0.86,-,4,575817.35,143954.3375,103812.5391702972,3,4,0,0,1.0,1
T3801,A1340,A0184,87436.32,2025-03-19T20:39:00,DEPOSIT,NEFT,Chennai,0.88,LMN Ltd,6,903419.8200000001,150569.97,101948.9407270255,0,2,1,2,1.0,1
T3802,A1153,A0944,192915.67,2025-04-29T01:26:00,TRANSFER,UPI,Chennai,0.97,-,4,789745.49,197436.3725,33309.70626250389,2,4,1,0,1.0,1
T3803,A0770,A0814,281788.38,2025-02-17T18:56:00,TRANSFER,CASH,Bangalore,0.48,ABC Corp,10,1660889.97,166088.997,96284.52334365905,2,0,0,1,1.0,1
T3804,A0305,A0115,187401.86,2025-01-02T03:18:00,DEPOSIT,RTGS,Delhi,0.62,ABC Corp,5,736605.07,147321.014,97188.33325714731,0,3,2,1,1.0,1
T3805,A0499,A0304,296652.19,2025-03-08T19:36:00,PAYMENT,IMPS,Delhi,0.48,ABC Corp,5,908660.37,181732.074,96901.96205070608,1,1,2,1,1.0,1
T3806,A0605,A0322,77423.09,2025-03-19T06:12:00,TRANSFER,NEFT,Mumbai,0.47,ABC Corp,7,1197315.31,171045.0442857143,85263.48902912349,2,2,4,1,1.0,1
T3807,A0645,A1388,14011.83,2025-02-02T04:41:00,PAYMENT,UPI,Hyderabad,0.8,-,9,1030542.46,114504.71777777777,109583.72429110136,1,4,3,0,1.0,1
T3808,A0024,A1006,276258.36,2025-05-06T04:28:00,PAYMENT,UPI,Hyderabad,1.0,ABC Corp,5,911486.27,182297.25400000002,79427.06747101883,1,4,3,1,1.0,1
T3809,A0002,A0412,261025.24,2025-05-14T18:53:00,DEPOSIT,UPI,Hyderabad,0.03,XYZ Pvt Ltd,4,934146.99,233536.7475,66019.51209520681,0,4,3,3,1.0,1
T3810,A0818,A0985,212889.11,2025-02-13T20:44:00,PAYMENT,CASH,Bangalore,0.79,ABC Corp,12,2421758.69,201813.22416666665,67607.94937479608,1,0,0,1,1.0,1
T3811,A1496,A0211,164551.47,2025-04-08T11:48:00,DEPOSIT,NEFT,Bangalore,0.63,LMN Ltd,8,1069103.0,133637.875,79899.17987373247,0,2,0,2,1.0,1
T3812,A0626,A1301,216372.95,2025-04-24T14:23:00,PAYMENT,IMPS,Mumbai,0.18,ABC Corp,11,1996943.03,181540.27545454545,73372.22634183748,1,1,4,1,1.0,1
T3813,A0987,A1005,159257.2,2025-04-03T11:25:00,TRANSFER,RTGS,Delhi,0.78,-,10,1471368.67,147136.867,57908.47182132432,2,3,2,0,1.0,1
T3814,A0160,A0968,5244.0,2025-01-25T20:52:00,WITHDRAWAL,IMPS,Delhi,0.81,ABC Corp,13,1945573.53,149659.5023076923,105110.10203345088,3,1,2,1,1.0,1
T3815,A0133,A1397,217328.67,2025-02-11T16:36:00,DEPOSIT,CASH,Delhi,0.93,ABC Corp,16,2310225.64,144389.1025,99591.02148710265,0,0,2,1,1.0,1
T3816,A0090,A0420,267758.0,2025-04-21T18:21:00,WITHDRAWAL,NEFT,Mumbai,0.75,-,6,983132.56,163855.42666666667,63361.99614950358,3,2,4,0,1.0,1
T3817,A1379,A0507,217140.78,2025-02-07T13:21:00,WITHDRAWAL,NEFT,Delhi,0.98,LMN Ltd,11,1495478.42,135952.58363636362,66129.29547878265,3,2,2,2,1.0,1
T3819,A0927,A0002,142816.1,2025-05-05T15:12:00,TRANSFER,NEFT,Mumbai,0.87,-,6,553724.36,92287.39333333333,55961.834705402456,2,2,4,0,1.0,1
T3820,A1415,A0281,251647.54,2025-02-15T23:20:00,DEPOSIT,UPI,Bangalore,0.25,XYZ Pvt Ltd,2,267829.3,133914.65,166499.44977537976,0,4,0,3,0.92,1
T3821,A0676,A0341,87273.28,2025-05-05T08:48:00,TRANSFER,CASH,Hyderabad,0.91,-,10,1369075.76,136907.576,90878.2492004983,2,0,3,0,1.0,1
T3822,A1196,A0295,103658.81,2025-03-06T09:24:00,PAYMENT,IMPS,Chennai,0.47,ABC Corp,7,887843.85,126834.83571428571,65599.91122463197,1,1,1,1,1.0,1
T3823,A0231,A0394,66982.92,2025-05-01T14:40:00,TRANSFER,RTGS,Delhi,0.76,-,10,1087325.19,108732.519,97093.30547229499,2,3,2,0,1.0,1
T3824,A0497,A0514,266341.37,2025-02-14T00:51:00,WITHDRAWAL,IMPS,Delhi,0.19,ABC Corp,8,901176.0,112647.0,87378.01551387315,3,1,2,1,1.0,1
T3825,A0620,A1128,163972.36,2025-01-21T03:23:00,DEPOSIT,CASH,Bangalore,0.96,XYZ Pvt Ltd,11,1667311.8499999999,151573.80454545454,90899.6872996601,0,0,0,3,1.0,1
T3826,A1038,A0879,119745.6,2025-01-23T03:00:00,PAYMENT,IMPS,Chennai,0.24,-,5,671265.68,134253.136,81425.38306789553,1,1,1,0,1.0,1
T3827,A0659,A0199,290524.13,2025-03-05T18:56:00,WITHDRAWAL,CASH,Delhi,0.71,XYZ Pvt Ltd,7,1061445.1099999999,151635.0157142857,95065.7395277729,3,0,2,3,1.0,1
T3828,A1185,A0665,260489.21,2025-03-18T00:54:00,PAYMENT,IMPS,Delhi,0.33,ABC Corp,10,1898868.39,189886.83899999998,59235.03940270422,1,1,2,1,1.0,1
T3829,A0788,A0756,196286.32,2025-01-29T02:32:00,WITHDRAWAL,RTGS,Hyderabad,0.68,ABC Corp,6,883122.81,147187.135,52750.997596249785,3,3,3,1,1.0,1
T3830,A0226,A1435,78756.85,2025-04-10T01:34:00,DEPOSIT,NEFT,Hyderabad,0.24,-,6,1001898.44,166983.07333333333,99704.1265138912,0,2,3,0,1.0,1
T3831,A0417,A1197,64082.52,2025-01-18T00:53:00,TRANSFER,IMPS,Delhi,0.63,ABC Corp,10,1834533.77,183453.377,87519.6618707794,2,1,2,1,1.0,1
T3832,A0726,A0030,32421.81,2025-03-08T17:05:00,DEPOSIT,UPI,Delhi,0.76,LMN Ltd,10,1320789.56,132078.956,72960.31391519184,0,4,2,2,1.0,1
T3833,A1442,A0744,284444.92,2025-01-16T15:17:00,TRANSFER,RTGS,Delhi,0.17,ABC Corp,12,2172604.86,181050.405,102427.07240580078,2,3,2,1,1.0,1
T3834,A0860,A1298,97810.88,2025-04-14T09:50:00,WITHDRAWAL,RTGS,Mumbai,0.1,ABC Corp,8,1056200.18,132025.0225,91497.16941338158,3,3,4,1,1.0,1
T3835,A0112,A0992,8775.48,2025-04-01T03:40:00,WITHDRAWAL,IMPS,Delhi,0.23,XYZ Pvt Ltd,7,983930.13,140561.44714285716,103477.46859747403,3,1,2,3,1.0,1
T3837,A1377,A0721,88610.32,2025-02-11T22:07:00,TRANSFER,UPI,Delhi,0.2,ABC Corp,4,586996.6100000001,146749.15250000003,60669.42142943696,2,4,2,1,1.0,1
T3838,A0934,A1187,227108.99,2025-04-04T19:17:00,TRANSFER,NEFT,Hyderabad,0.2,XYZ Pvt Ltd,9,1765618.79,196179.86555555556,96848.33657072061,2,2,3,3,1.0,1
T3839,A0543,A0358,191066.19,2025-05-15T14:03:00,DEPOSIT,RTGS,Chennai,0.75,-,10,1632890.06,163289.006,84196.62589891779,0,3,1,0,1.0,1
T3840,A0459,A0633,45079.87,2025-03-26T12:05:00,DEPOSIT,UPI,Chennai,0.44,XYZ Pvt Ltd,7,869425.01,124203.57285714286,82016.34719676858,0,4,1,3,1.0,1
T3841,A1272,A0332,112323.36,2025-05-06T15:40:00,TRANSFER,RTGS,Mumbai,0.33,LMN Ltd,4,528352.19,132088.0475,32452.1833389079,2,3,4,2,1.0,1
T3842,A0508,A0187,254606.93,2025-05-06T19:17:00,DEPOSIT,NEFT,Delhi,0.26,-,8,1336946.7,167118.3375,91103.46207540708,0,2,2,0,1.0,1
T3843,A0873,A1327,286264.62,2025-01-28T11:30:00,DEPOSIT,IMPS,Chennai,0.53,XYZ Pvt Ltd,7,1345771.78,192253.11142857143,83868.71761058598,0,1,1,3,1.0,1
T3844,A1328,A0455,232107.59,2025-02-01T11:25:00,DEPOSIT,IMPS,Hyderabad,0.05,LMN Ltd,6,1220403.76,203400.62666666668,56787.239318502754,0,1,3,2,1.0,1
T3845,A1433,A0575,66881.78,2025-05-12T04:03:00,PAYMENT,NEFT,Bangalore,0.09,LMN Ltd,6,1420250.93,236708.4883333333,86764.5405840396,1,2,0,2,1.0,1
T3846,A1195,A0054,195765.74,2025-02-26T01:24:00,DEPOSIT,RTGS,Mumbai,0.28,LMN Ltd,5,579713.0499999999,115942.60999999999,104761.50605116771,0,3,4,2,1.0,1
T3847,A0114,A1313,88660.57,2025-01-27T03:02:00,TRANSFER,CASH,Bangalore,0.66,ABC Corp,12,1258398.59,104866.54916666668,61808.671415139484,2,0,0,1,1.0,1
T3848,A0958,A0182,5989.33,2025-04-07T09:11:00,DEPOSIT,CASH,Hyderabad,0.03,-,9,1690781.35,187864.59444444446,113866.52240185547,0,0,3,0,1.0,1
T3849,A0296,A0635,31564.34,2025-01-02T06:09:00,PAYMENT,IMPS,Chennai,0.41,-,8,662213.7300000001,82776.71625000001,98958.22016419613,1,1,1,0,1.0,1
T3850,A0521,A1243,32599.67,2025-03-13T13:35:00,TRANSFER,NEFT,Mumbai,0.86,ABC Corp,7,860002.3899999999,122857.48428571426,99915.62352143445,2,2,4,1,1.0,1
T3851,A0356,A0413,86255.2,2025-03-13T18:16:00,WITHDRAWAL,CASH,Chennai,0.7,-,6,779060.87,129843.47833333333,56084.77496578208,3,0,1,0,1.0,1
T3852,A1486,A0631,162774.23,2025-02-05T21:50:00,WITHDRAWAL,IMPS,Chennai,0.09,ABC Corp,6,836354.18,139392.36333333334,79874.5429480256,3,1,1,1,1.0,1
T3853,A1073,A0804,171180.42,2025-03-31T16:34:00,PAYMENT,CASH,Chennai,0.81,XYZ Pvt Ltd,4,590676.16,147669.04,91303.98269326372,1,0,1,3,1.0,1
T3854,A0296,A0244,24322.89,2025-01-01T21:23:00,TRANSFER,CASH,Mumbai,0.55,XYZ Pvt Ltd,8,662213.7300000001,82776.71625000001,98958.22016419613,2,0,4,3,1.0,1
T3855,A1125,A0579,131852.29,2025-03-09T00:40:00,WITHDRAWAL,CASH,Hyderabad,0.92,XYZ Pvt Ltd,5,742008.91,148401.782,95837.90959413696,3,0,3,3,1.0,1
T3856,A0208,A0228,19572.11,2025-02-05T13:38:00,PAYMENT,UPI,Chennai,0.51,-,7,955443.75,136491.9642857143,77249.65291447547,1,4,1,0,1.0,1
T3857,A0236,A0165,283908.4,2025-03-20T08:05:00,TRANSFER,CASH,Hyderabad,0.95,-,7,1196516.47,170930.92428571428,78924.90609899616,2,0,3,0,1.0,1
T3858,A1015,A0923,110838.22,2025-01-22T20:49:00,TRANSFER,RTGS,Chennai,0.69,LMN Ltd,9,1480655.02,164517.22444444444,79346.86021406946,2,3,1,2,1.0,1
T3859,A0104,A0956,230031.72,2025-03-11T16:12:00,PAYMENT,IMPS,Delhi,0.1,LMN Ltd,8,1326985.33,165873.16625,90355.40347991638,1,1,2,2,1.0,1
T3860,A0357,A1461,41018.58,2025-01-02T10:20:00,PAYMENT,RTGS,Chennai,0.77,-,8,669438.4,83679.8,75142.37283306327,1,3,1,0,1.0,1
T3861,A1385,A1401,247007.24,2025-05-13T17:24:00,DEPOSIT,IMPS,Mumbai,0.13,-,9,1519923.34,168880.37111111113,80800.77916736763,0,1,4,0,1.0,1
T3862,A1053,A0867,174474.81,2025-04-03T04:50:00,PAYMENT,RTGS,Mumbai,0.61,-,7,1243217.1,177602.44285714286,82231.85547397265,1,3,4,0,1.0,1
T3863,A1442,A0156,1026.13,2025-02-02T19:58:00,WITHDRAWAL,IMPS,Chennai,0.05,-,12,2172604.86,181050.405,102427.07240580078,3,1,1,0,1.0,1
T3864,A1113,A1181,73983.78,2025-04-28T08:10:00,DEPOSIT,IMPS,Delhi,0.24,LMN Ltd,6,1017254.73,169542.455,78157.07222714441,0,1,2,2,1.0,1
T3865,A1337,A0672,250787.02,2025-01-26T06:11:00,PAYMENT,IMPS,Bangalore,0.7,XYZ Pvt Ltd,12,1805938.0799999998,150494.84,94360.34868657384,1,1,0,3,1.0,1
T3866,A0398,A1205,123548.9,2025-02-25T13:05:00,WITHDRAWAL,IMPS,Bangalore,0.21,ABC Corp,11,1638553.6199999999,148959.41999999998,75287.03163246124,3,1,0,1,1.0,1
T3867,A1279,A0608,164954.14,2025-01-14T14:06:00,WITHDRAWAL,NEFT,Hyderabad,0.38,-,9,1089484.55,121053.83888888889,82298.88834369036,3,2,3,0,1.0,1
T3868,A0419,A0484,74055.56,2025-05-18T08:55:00,WITHDRAWAL,RTGS,Bangalore,0.62,XYZ Pvt Ltd,8,994147.07,124268.38375,93621.22697451392,3,3,0,3,1.0,1
T3869,A0117,A0190,17715.98,2025-02-07T03:53:00,PAYMENT,RTGS,Chennai,0.35,XYZ Pvt Ltd,5,562946.65,112589.33,96723.27295894716,1,3,1,3,1.0,1
T3870,A1217,A1040,153886.71,2025-05-18T20:00:00,TRANSFER,UPI,Chennai,0.17,-,4,634522.71,158630.6775,99063.03293590312,2,4,1,0,1.0,1
T3871,A0487,A1339,2111.81,2025-04-21T00:36:00,DEPOSIT,NEFT,Delhi,0.89,XYZ Pvt Ltd,10,1348893.0,134889.3,98057.84912201855,0,2,2,3,1.0,1
T3872,A0325,A0536,272560.3,2025-03-09T04:55:00,WITHDRAWAL,RTGS,Bangalore,0.24,ABC Corp,8,1321772.49,165221.56125,93149.17532818671,3,3,0,1,1.0,1
T3873,A1261,A0950,249195.03,2025-04-27T21:07:00,WITHDRAWAL,UPI,Delhi,0.25,LMN Ltd,6,1266018.81,211003.135,54822.98558988803,3,4,2,2,1.0,1
T3874,A0106,A0026,228103.28,2025-03-27T16:20:00,TRANSFER,RTGS,Mumbai,0.2,LMN Ltd,8,984799.48,123099.935,70258.72121246505,2,3,4,2,1.0,1
T3875,A0804,A0539,129768.63,2025-04-17T16:56:00,TRANSFER,UPI,Mumbai,0.58,-,11,1174391.75,106762.88636363637,108909.07809218176,2,4,4,0,1.0,1
T3876,A1368,A0884,82114.92,2025-05-08T02:37:00,DEPOSIT,NEFT,Delhi,0.5,LMN Ltd,14,2150585.33,153613.23785714287,99626.43475242858,0,2,2,2,1.0,1
T3877,A1395,A0318,87614.79,2025-04-13T14:36:00,PAYMENT,IMPS,Mumbai,0.01,XYZ Pvt Ltd,9,906747.27,100749.69666666667,52911.62802084978,1,1,4,3,1.0,1
T3878,A0317,A1374,193976.44,2025-04-17T23:01:00,PAYMENT,NEFT,Bangalore,0.01,XYZ Pvt Ltd,4,531713.37,132928.3425,105839.1574049461,1,2,0,3,1.0,1
T3879,A0997,A0221,268013.64,2025-01-16T02:58:00,WITHDRAWAL,NEFT,Delhi,0.51,XYZ Pvt Ltd,7,1090374.43,155767.7757142857,91503.43222117933,3,2,2,3,1.0,1
T3880,A0103,A0831,236586.04,2025-01-17T11:13:00,DEPOSIT,CASH,Hyderabad,0.69,-,8,1351588.1700000002,168948.52125000002,82415.41927852188,0,0,3,0,1.0,1
T3881,A0658,A0321,7028.66,2025-02-10T05:16:00,PAYMENT,NEFT,Bangalore,0.15,XYZ Pvt Ltd,11,1110806.1199999999,100982.37454545453,83574.87075138082,1,2,0,3,1.0,1
T3882,A0221,A1472,61208.65,2025-05-13T10:18:00,PAYMENT,IMPS,Mumbai,0.92,XYZ Pvt Ltd,4,212210.56,53052.64,11004.773198520114,1,1,4,3,0.93,1
T3883,A0489,A0383,222927.63,2025-04-29T18:11:00,WITHDRAWAL,RTGS,Mumbai,0.92,ABC Corp,7,1074059.12,153437.01714285716,63154.14744065025,3,3,4,1,1.0,1
T3884,A0614,A0211,258896.22,2025-04-17T03:53:00,PAYMENT,IMPS,Bangalore,0.55,LMN Ltd,6,1024800.1900000001,170800.03166666668,92210.2921536687,1,1,0,2,1.0,1
T3885,A1054,A0574,102559.04,2025-05-12T17:38:00,WITHDRAWAL,RTGS,Chennai,0.05,XYZ Pvt Ltd,7,886158.97,126594.13857142857,68805.44013280454,3,3,1,3,1.0,1
T3886,A0575,A1385,209978.41,2025-01-22T18:10:00,TRANSFER,CASH,Hyderabad,0.16,LMN Ltd,8,869225.85,108653.23125,68219.73920593898,2,0,3,2,1.0,1
T3887,A0602,A0217,100125.09,2025-01-07T00:36:00,PAYMENT,NEFT,Mumbai,0.36,XYZ Pvt Ltd,9,1551230.98,172358.99777777778,93269.8339256234,1,2,4,3,1.0,1
T3888,A0188,A0081,203319.8,2025-02-13T23:24:00,WITHDRAWAL,RTGS,Hyderabad,0.64,ABC Corp,4,942499.5499999999,235624.88749999998,47998.69815747599,3,3,3,1,1.0,1
T3889,A0930,A0113,133395.4,2025-01-25T02:07:00,PAYMENT,NEFT,Hyderabad,0.04,-,12,2064559.32,172046.61000000002,74187.12864941318,1,2,3,0,1.0,1
T3890,A0272,A1363,84970.3,2025-04-03T05:51:00,WITHDRAWAL,NEFT,Chennai,0.52,ABC Corp,9,1435972.35,159552.48333333334,85092.77583299125,3,2,1,1,1.0,1
T3891,A0816,A0235,35777.44,2025-05-12T01:20:00,DEPOSIT,IMPS,Chennai,0.99,-,8,968873.8300000001,121109.22875000001,79534.66090339633,0,1,1,0,1.0,1
T3892,A0953,A1290,80055.88,2025-03-17T05:42:00,PAYMENT,NEFT,Delhi,0.64,XYZ Pvt Ltd,9,1090946.79,121216.31,81147.36355149162,1,2,2,3,1.0,1
T3893,A0762,A0150,229141.71,2025-03-26T23:06:00,TRANSFER,RTGS,Bangalore,0.39,ABC Corp,9,1740095.6099999999,193343.95666666667,54181.358292518606,2,3,0,1,1.0,1
T3894,A1440,A0081,79795.88,2025-04-02T12:00:00,PAYMENT,RTGS,Bangalore,0.5,-,16,2613159.19,163322.449375,88518.20097536217,1,3,0,0,1.0,1
T3895,A0687,A0877,290299.21,2025-02-01T16:39:00,DEPOSIT,IMPS,Hyderabad,0.69,ABC Corp,7,1208903.48,172700.49714285714,90314.48798893337,0,1,3,1,1.0,1
T3896,A0137,A0220,180335.98,2025-04-23T09:16:00,DEPOSIT,UPI,Delhi,0.45,-,11,1327032.8,120639.34545454546,93245.92676927151,0,4,2,0,1.0,1
T3897,A1248,A0382,140992.27,2025-02-05T00:51:00,WITHDRAWAL,NEFT,Chennai,0.58,XYZ Pvt Ltd,7,1109828.17,158546.88142857142,66984.9223138074,3,2,1,3,1.0,1
T3898,A0814,A1407,155635.84,2025-01-23T23:54:00,TRANSFER,NEFT,Hyderabad,0.56,XYZ Pvt Ltd,12,2012497.17,167708.0975,72728.80971744392,2,2,3,3,1.0,1
T3899,A1098,A1263,280266.16,2025-01-07T14:58:00,PAYMENT,IMPS,Delhi,0.56,LMN Ltd,5,643951.38,128790.276,100045.04561756682,1,1,2,2,1.0,1
T3900,A0391,A1165,294433.24,2025-04-02T19:38:00,WITHDRAWAL,NEFT,Mumbai,0.96,LMN Ltd,9,1311762.96,145751.44,96861.9187374841,3,2,4,2,1.0,1
T3901,A1419,A1241,150682.29,2025-04-24T19:40:00,DEPOSIT,RTGS,Bangalore,0.0,ABC Corp,9,1478348.35,164260.92777777778,88508.44434493055,0,3,0,1,1.0,1
T3902,A1147,A0690,180478.06,2025-01-22T10:27:00,WITHDRAWAL,IMPS,Mumbai,0.05,ABC Corp,6,609541.21,101590.20166666666,68837.60027140731,3,1,4,1,1.0,1
T3903,A0976,A0739,215978.55,2025-04-25T04:50:00,TRANSFER,IMPS,Chennai,0.04,-,11,1322774.5899999999,120252.23545454544,68561.07428250164,2,1,1,0,1.0,1
T3904,A0080,A0348,276477.25,2025-01-12T18:13:00,TRANSFER,NEFT,Bangalore,0.75,LMN Ltd,7,840411.41,120058.77285714286,108805.90959606449,2,2,0,2,1.0,1
T3905,A0139,A1265,93282.35,2025-01-27T11:58:00,TRANSFER,NEFT,Bangalore,0.84,-,4,549697.89,137424.4725,84401.07519573488,2,2,0,0,1.0,1
T3906,A0009,A0388,168201.29,2025-03-25T23:10:00,PAYMENT,RTGS,Delhi,0.92,XYZ Pvt Ltd,12,2065506.0,172125.5,81336.13981603493,1,3,2,3,1.0,1
T3907,A0822,A1265,52110.62,2025-01-01T02:47:00,WITHDRAWAL,NEFT,Hyderabad,0.74,XYZ Pvt Ltd,4,504275.21,126068.8025,56807.22464841151,3,2,3,3,0.99,1
T3908,A0736,A1434,31651.81,2025-05-17T04:56:00,TRANSFER,UPI,Mumbai,0.86,LMN Ltd,9,1236407.45,137378.60555555555,92470.05145536028,2,4,4,2,1.0,1
T3909,A0978,A1214,269930.82,2025-03-20T11:57:00,WITHDRAWAL,RTGS,Bangalore,0.39,ABC Corp,4,634225.76,158556.44,106320.04622732222,3,3,0,1,1.0,1
T3910,A1279,A0611,185169.19,2025-03-17T13:24:00,WITHDRAWAL,NEFT,Bangalore,0.45,XYZ Pvt Ltd,9,1089484.55,121053.83888888889,82298.88834369036,3,2,0,3,1.0,1
T3911,A0239,A0516,94761.48,2025-03-20T07:20:00,TRANSFER,UPI,Bangalore,0.07,-,11,1377926.96,125266.08727272727,80563.47324046426,2,4,0,0,1.0,1
T3912,A1403,A0123,152740.91,2025-03-31T02:49:00,DEPOSIT,UPI,Chennai,0.29,XYZ Pvt Ltd,9,950656.64,105628.51555555555,82065.07720191033,0,4,1,3,1.0,1
T3913,A1479,A0600,34432.1,2025-02-18T13:34:00,PAYMENT,UPI,Hyderabad,0.91,-,9,1153122.45,128124.71666666666,72596.77149538607,1,4,3,0,1.0,1
T3914,A1029,A0015,261055.46,2025-04-22T03:57:00,DEPOSIT,CASH,Bangalore,0.02,LMN Ltd,8,1293446.09,161680.76125,108396.93281038727,0,0,0,2,1.0,1
T3915,A1131,A1433,169977.5,2025-02-23T21:18:00,PAYMENT,CASH,Mumbai,0.43,XYZ Pvt Ltd,9,1238180.07,137575.56333333335,92119.76985072992,1,0,4,3,1.0,1
T3916,A0859,A0875,195583.53,2025-01-10T00:34:00,WITHDRAWAL,RTGS,Hyderabad,0.85,LMN Ltd,7,698111.06,99730.15142857144,102045.0895864146,3,3,3,2,1.0,1
T3917,A1456,A0704,124507.65,2025-02-10T13:37:00,WITHDRAWAL,UPI,Chennai,0.04,LMN Ltd,11,1712200.31,155654.57363636364,94059.70777667781,3,4,1,2,1.0,1
T3918,A0461,A0424,152220.63,2025-03-15T21:15:00,TRANSFER,UPI,Mumbai,0.11,LMN Ltd,5,794513.5700000001,158902.714,64327.219085969584,2,4,4,2,1.0,1
T3919,A1279,A1221,206818.04,2025-02-19T19:23:00,WITHDRAWAL,NEFT,Delhi,0.47,ABC Corp,9,1089484.55,121053.83888888889,82298.88834369036,3,2,2,1,1.0,1
T3920,A0285,A0460,238269.17,2025-02-18T23:29:00,PAYMENT,UPI,Hyderabad,0.25,XYZ Pvt Ltd,7,720704.91,102957.8442857143,77229.27388218253,1,4,3,3,1.0,1
T3921,A0521,A1449,218751.74,2025-03-17T04:03:00,TRANSFER,CASH,Chennai,0.48,ABC Corp,7,860002.3899999999,122857.48428571426,99915.62352143445,2,0,1,1,1.0,1
T3922,A0040,A0570,141197.93,2025-01-15T13:14:00,DEPOSIT,IMPS,Bangalore,0.32,-,12,2039201.6400000001,169933.47,74667.61105709382,0,1,0,0,1.0,1
T3923,A0245,A1206,68948.82,2025-04-15T02:44:00,DEPOSIT,UPI,Mumbai,0.5,ABC Corp,6,622299.13,103716.52166666667,76402.65385691584,0,4,4,1,1.0,1
